EXISTING_INFO_ID,PROGRAM_SITE_ID,SITE_TYPE,PROGRAM_NAME,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,URL_SITE,LOCATION_DESCRIPTION,ADDITIONAL_COMMENTS,COUNTY,CREATED_DT,UPDATED_DT
1378,TRC-PW81,Groundwater Wells,SWRCB Division of Drinking Water Program,5-029 Castac Lake Valley,Castac Basin GSA,,SGMA,Water Quality,Both Aquifers,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1321&tinwsys_st_code=CA,,,Kern,10/27/2020 15:50,10/27/2020 15:50
1382,TRC-PW60,Groundwater Wells,SWRCB Division of Drinking Water Program,5-029 Castac Lake Valley,Castac Basin GSA,,SGMA,Water Quality,Both Aquifers,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1319&tinwsys_st_code=CA,,,Kern,10/27/2020 15:50,10/27/2020 15:50
1390,"11070270",Stream Gage,USGS National Water Information System,8-005 San Jacinto,West San Jacinto GSA,,SGMA,Groundwater Storage,Principal aquifer system,http://waterdata.usgs.gov/nwis/uv?11070270,"Along Perris Valley Storm Drain at Nuevo Rd in Perris, CA","Latitude-longitude method is interpolated from MAP. Name of location map is Perris, CA. Latitude-longitude accuracy is accurate to + or - 5 sec.",Riverside,11/18/2021 12:20,11/18/2021 12:20
1422,29Q03 Deep,Groundwater Wells,DWR,5-021.51 Corning,Corning Subbasin GSA,,SGMA,"Groundwater Levels,Water Quality",,https://data.cnra.ca.gov/dataset/water-quality-data/resource/a9e7ef50-54c3-4031-8e44-aa46f3c660fe,0.75 miles south on Mt Shasta Avenue from Chittenden Road.  In yellow monitoring can about 150 feet east of southeast corner of ag building.,,Tehama,01/05/2022 16:52,01/05/2022 16:28
1423,5200255-001,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA Representative,"Groundwater Levels,Water Quality",,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5200255%2D001,,,Tehama,01/05/2022 16:52,01/05/2022 16:34
1433,5200670-001,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5200670%2D001,,,Tehama,01/05/2022 16:52,01/05/2022 16:52
1438,5201142-002,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5201142%2D002,,,Tehama,01/05/2022 16:52,01/05/2022 16:52
1443,5210001-005,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5210001%2D005,,,Tehama,01/05/2022 16:52,01/05/2022 16:52
1449,5210001-019,Groundwater Wells,DDW,5-021.51 Corning,Corning Subbasin GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5210001%2D019,,,Tehama,01/05/2022 16:52,01/05/2022 16:52
1453,BRE-MW2S,Groundwater Wells,Dairy,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=EDFDAIRY&samp_date=&global_id=WDR100038422&assigned_name=BRE%2DMW2S&store_num=,,,Tehama,01/05/2022 16:52,01/19/2022 11:38
1457,HMC,Stream Gage,DWR,5-021.51 Corning,Corning Subbasin GSA,,SGMA,Interconnected Surface Waters,,https://cdec.water.ca.gov/dynamicapp/wsSensorData,SACRAMENTO R NR HAMILTON CITY CA,,Glenn,01/05/2022 16:58,03/03/2022 13:50
1466,DR5674,Surveying/Benchmark Sites,NGS,2-002.01 Napa Valley,County of Napa GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,https://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=DR5674,Yountville USGS Quadrant,,Napa,01/11/2022 12:27,01/11/2022 12:27
1467,JT0442,Surveying/Benchmark Sites,NGS,2-002.01 Napa Valley,County of Napa GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,https://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=JT0442,Napa USGS Quadrant,,Napa,01/11/2022 12:30,01/11/2022 12:30
1472,2800040-003,Groundwater Wells,GAMA-DDW,2-002.01 Napa Valley,County of Napa GSA,,SGMA Representative,"Water Quality,Water Quality",,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602800040&assigned_name=2800040%2D003&store_num=,WELL 002. Located in the Napa Valley Floor-Yountville subarea,,Napa,01/13/2022 13:52,01/13/2022 13:52
1483,2810004-006,Groundwater Wells,GAMA-DDW,No Basin Found,County of Napa GSA,,SGMA Representative,"Water Quality,Water Quality",,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602810004&assigned_name=2810004%2D006&store_num=,STONEBRIDGE WELL 01. Located in the Napa Valley Floor-St. Helena subarea,,Napa,01/13/2022 13:52,01/13/2022 13:52
1484,2810004-007,Groundwater Wells,GAMA-DDW,No Basin Found,County of Napa GSA,,SGMA Representative,"Water Quality,Water Quality",,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602810004&assigned_name=2810004%2D007&store_num=,STONEBRIDGE WELL 02. Located in the Napa Valley Floor-St. Helena subarea,,Napa,01/13/2022 13:52,01/13/2022 13:52
1495,4700875-001,Groundwater Wells,GAMA,1-002.01 Tulelake,Tulelake Irrigation District GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604700875&assigned_name=4700875%2D001&store_num=,,,Siskiyou,01/18/2022 11:53,01/18/2022 11:53
1496,4710010-004,Groundwater Wells,GAMA,1-002.01 Tulelake,Tulelake Irrigation District GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604710010&assigned_name=4710010%2D004&store_num=,,,Siskiyou,01/18/2022 11:55,01/18/2022 11:55
1502,"604",Stream Gage,Ventura County Watershed Protection District,No Basin Found,Upper Ventura River Groundwater Agency GSA,,SGMA,Interconnected Surface Waters,,https://www.vcwatershed.net/hydrodata/get-station/?siteid=604,North Fork Matilija Creek at Matilija Hot Springs,,Ventura,01/18/2022 16:37,01/18/2022 16:37
1503,605A,Stream Gage,Ventura County Watershed Protection District,No Basin Found,Upper Ventura River Groundwater Agency GSA,,SGMA,Interconnected Surface Waters,,https://www.vcwatershed.net/hydrodata/get-station/?siteid=605A,San Antonio Creek at Old Creek Road,,Ventura,01/18/2022 16:42,01/18/2022 16:42
1511,3410047-001,Groundwater Wells,DDW,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0603410047&assigned_name=3410047%2D001&store_num=,,,Solano,01/19/2022 20:06,01/19/2022 20:06
1516,4810004-004,Groundwater Wells,DDW,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604810004&assigned_name=4810004%2D004&store_num=,,,Solano,01/19/2022 20:06,01/19/2022 20:06
1529,3400444-001,Groundwater Wells,DDW,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0603400444&assigned_name=3400444%2D001&store_num=,,,Solano,01/19/2022 20:06,01/19/2022 20:06
1536,Putah Creek at Headworks,Stream Gage,SCWA,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,Interconnected Surface Waters,,https://www.scwamonitoring.com/Solano_PutahCreek/hdwk_flw.htm,,SMC is defined by Putah Creek Accord,Solano,01/20/2022 10:17,01/20/2022 10:31
1542,Putah Creek at Mace Boulevard,Stream Gage,SCWA,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,Interconnected Surface Waters,,https://www.scwamonitoring.com/Solano_PutahCreek/pcmace_dflw.htm,,SMC is defined by Putah Creek Accord,Solano,01/20/2022 11:29,01/20/2022 10:30
1545,Glen Park Well,Groundwater Wells,DDW,5-022.19 East Contra Costa,City of Brentwood GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0600710007&assigned_name=0710007%2D005&store_num=,,,Contra Costa,01/20/2022 16:33,01/20/2022 16:33
1559,5100117-004,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Reclamation District No. 1001 GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 5100117-004,,,Sutter,01/21/2022 09:45,01/21/2022 09:45
1560,5100159-001,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Reclamation District No. 1001 GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 5100159-001,,,Sutter,01/21/2022 09:45,01/21/2022 09:45
1573,3110004-012,Groundwater Wells,Division of Drinking Water,5-021.64 North American,West Placer GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3110004-012,,,Placer,01/21/2022 09:47,01/21/2022 09:47
1574,3110008-007,Groundwater Wells,Division of Drinking Water,5-021.64 North American,West Placer GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3110008-007,,,Placer,01/21/2022 09:47,01/21/2022 09:47
1576,3110008-015,Groundwater Wells,Division of Drinking Water,5-021.64 North American,West Placer GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3110008-015,,,Placer,01/21/2022 09:47,01/21/2022 09:47
1590,3400173-004,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3400173-004,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1592,3400179-001,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3400179-001,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1598,3400226-001,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3400226-001,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1611,3410001-010,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-010,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1623,3410001-025,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-025,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1629,3410001-035,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-035,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1632,3410001-052,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-052,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1636,3410001-061,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-061,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1638,3410001-064,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-064,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1640,3410001-066,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-066,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1648,3410001-078,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-078,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1651,3410001-082,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-082,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1664,3410001-104,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-104,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1668,3410001-111,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-111,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1672,3410001-137,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410001-137,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1679,3410002-007,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410002-007,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1680,3410002-012,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410002-012,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1697,3410006-010,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410006-010,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1698,3410007-002,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410007-002,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1703,3410007-007,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410007-007,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1708,3410013-001,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410013-001,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1709,3410013-002,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410013-002,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1712,3410013-005,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410013-005,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1731,3410016-002,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410016-002,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1733,3410020-017,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410020-017,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1742,3410020-034,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410020-034,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1746,3410020-040,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410020-040,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1761,3410031-002,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410031-002,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1770,3410031-012,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410031-012,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1772,3410031-014,Groundwater Wells,Division of Drinking Water,5-021.64 North American,Sacramento Groundwater Authority GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?assigned_name= 3410031-014,,,Sacramento,01/21/2022 09:49,01/21/2022 09:49
1798,2710010-037,Groundwater Wells,Division of Drinking Water,3-004.02 East Side Aquifer,Salinas Valley Basin GSA - East Side Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602710010&assigned_name=2710010%2D037&store_num=,,,Monterey,01/21/2022 10:52,01/21/2022 10:52
1820,2700652-001,Groundwater Wells,Division of Drinking Water,3-004.02 East Side Aquifer,Salinas Valley Basin GSA - East Side Aquifer,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0602700652&assigned_name=2700652%2D001&store_num=,,,Monterey,01/21/2022 10:52,01/21/2022 10:52
