"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional Representative District","Congressional Representative","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Othello Primary Treatment Pond 1b","","","WA00471","","WA00471","OTHELLO CITY","Local Government","Local Government","AD41-0471","0","BROWN AND CALDWELL","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.5332","-119.224467","Grant","Washington","CORFU","12","TR-CRAB CREEK-OFFSTREAM","Congressional District 04, Washington","Dan Newhouse (R)","S31 T24 R29E","","","","","","","","","Other","Other","Earth","Earth","Plastic","Soil","13","13","16","16","Less than 25 feet","2150","0","1982","1980-1989","200","200","115","115","0.06","16","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Everett Clearwell Pond Dam","","","WA00447","","WA00447","EVERETT CITY PUBLIC WORKS","Local Government","Local Government","SN07-0447","0","GRAY & OSBORNE","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.940723","-121.826289","Snohomish","Washington","SULTAN","7","CHAPLAIN CREEK-OFFSTREAM","Congressional District 01, Washington","Suzan K. DelBene (D)","S6 T28 R8E","","","","","","","","","Other","Water Supply;Other","Earth","Earth","Earth","Unlisted/Unknown","31","31","31","31","25-50 feet","850","0","1985","1980-1989","19","19","17","1.8","0.01","250","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Roza Wasteway 6 Reregulation Reservoir","","","WA00583","","WA00583","ROZA IRRIGATION DIST","Public Utility","Public Utility","BE37-0583","0","ROZA IRRIGATION DIST.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.279131","-119.685641","Benton","Washington","NONE","0","OFFSTREAM - SNIPES CREEK","Congressional District 04, Washington","Dan Newhouse (R)","S9 T9 R25E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Plastic","Soil","18","18","20","20","Less than 25 feet","2150","0","1988","1980-1989","150","150","65","13","0.11","75","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Bellevue Detention Pond 133","","","WA00477","","WA00477","BELLEVUE CITY UTILITIES DEPT","Local Government","Local Government","KI08-0477","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.61931","-122.14265","King","Washington","","","","Congressional District 09, Washington","","","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","","","12","9","12","12","Less than 25 feet","","","1983","1980-1989","90","90","61","","","","","","","","","","","2021-04-09","1992-03-19","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Rearing Pond Dike","","","WA00075","","WA00075","GRANT COUNTY PUD #2","Public Utility","Public Utility","GR36-0075","0","HARZA ENGINEERING INC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.640752","-119.88004699999999","Grant","Washington","NONE","0","MORAN SLOUGH","Congressional District 04, Washington","Dan Newhouse (R)","S1 T13 R23E","","","","","","","","","Fish and Wildlife Pond","Fish and Wildlife Pond;Recreation","Earth","Earth","Earth","Soil","10","10","12","12","Less than 25 feet","850","0","1964","1960-1969","120","120","48","48","1","","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Colville Wastewater Lagoons","","","WA01878","","WA01878","COLVILLE CITY","Local Government","Local Government","ST59-1878","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.538765","-117.916012","Stevens","Washington","","","","Congressional District 05, Washington","","","","","","","","","","","Other","Other","Earth","Earth","","","7","7","7","7","Less than 25 feet","5400","","1967","1960-1969","260","260","175","","","","","","","","","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"I-405 Coal Creek Stormwater Detention Dam","","","WA01647","","WA01647","BELLEVUE CITY UTILITIES DEPT","Local Government","Local Government","KI08-1647","0","CITY OF BELLEVUE","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.566555","-122.180361","King","Washington","NEWPORT SHORES","1","COAL CREEK","Congressional District 09, Washington","Adam Smith (D)","S16 T24 R5E","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","Earth","Soil","31","31","31","31","25-50 feet","3090","0","1987","1980-1989","40","40","1","1","","1000","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 3c - East","Widco Dam No. 3c - East","","WA00530","","WA00530","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0530","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.741313999999996","-122.833709","Lewis","Washington","CENTRALIA","4","TR-PACKWOOD CREEK-OFFSTREAM","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S32 T15 R1W","","","","","","","","","Tailings","Tailings","Earth","Earth","Earth","Rock","40","40","45","45","25-50 feet","3200","0","1987","1980-1989","5000","5000","2000","72","0.75","150","","0","0","0","0","","","2021-04-09","2016-06-16","5","Significant","Satisfactory","2016-06-16","Yes","2013-07-01","https://damsafety.org/washington"
"Everett Washwater Storage Pond Dam","","","WA00448","","WA00448","EVERETT CITY PUBLIC WORKS","Local Government","Local Government","SN07-0448","0","GRAY & OSBORNE","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.930856","-121.817883","Snohomish","Washington","SULTAN","7","CHAPLAIN CREEK-OFFSTREAM","Congressional District 01, Washington","Suzan K. DelBene (D)","S8 T28 R8E","","","","","","","","","Other","Water Supply;Other","Earth","Earth","Earth","Unlisted/Unknown","16","16","20","20","Less than 25 feet","1800","0","1985","1980-1989","62","62","55","3.7","0.01","100","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Snook Lake Dam","","","WA00066","","WA00066","SPOKANE TRIBE OF INDIANS","Local Government","Local Government","ST58-0066","0","USDA NRCS","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.006716","-118.22827699999999","Stevens","Washington","NONE","","TR-COLUMBIA RIVER","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S13 T29 R36E","","","Natural Resources Conservation Service","","","","","","Irrigation","Irrigation","Earth","Earth","Earth","Soil","10","10","10","10","Less than 25 feet","600","0","1953","1950-1959","92","92","50","14.3","0.1","","","0","0","0","0","","","2021-05-24","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Centralia Coal Mine Dam No. 3c - South","Widco Dam No. 3c - South","","WA00529","","WA00529","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0529","0","WA IRR. & DEVEL. CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.736734","-122.834728","Lewis","Washington","CENTRALIA","4","TR-PACKWOOD CREEK-OFFSTREAM","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S32 T15 R1W","","","","","","","","","Tailings","Tailings","Earth","Earth","Earth","Rock","85","85","95","95","51-100 feet","1300","0","1987","1980-1989","9600","9600","6000","72","0.75","150","","0","0","0","0","","","2021-04-09","2016-06-16","5","Significant","Satisfactory","2016-06-16","Yes","2013-07-01","https://damsafety.org/washington"
"Bagley","Lower Bagley Lake","","WA01719","","WA01719","USDA FS","Federal","Federal","060501 0004","0","","","No","","","","","","Forest Service","48.861612","-121.68375499999999","Whatcom","Washington","GLACIER","17","BAGLEY CREEK","Congressional District 01, Washington","Suzan K. DelBene (D)","S18 T39 R9E","Forest Service","","","","","","","","Other","Recreation;Other","Concrete","Arch;Concrete","Concrete","Rock","","12","16","16","Less than 25 feet","64","40","1927","1920-1929","90","90","0","","1.1","40","Uncontrolled","","","","","","Uncontrolled","2021-05-17","2019-11-07","1","High","Not Available","","No","","https://damsafety.org/washington"
"Sunnyside Industrial Wastewater Lagoon","","","WA00615","","WA00615","SUNNYSIDE PORT DISTRICT","Local Government","Local Government","YA37-0615","0","ANDERSON ENGINEERING","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.287735999999995","-120.007064","Yakima","Washington","NONE","0","TR-YAKIMA RIVER","Congressional District 04, Washington","Dan Newhouse (R)","S1 T9 R22E","","","","","","","","","Other","Other","Earth","Earth","Plastic","Soil","17","17","17","17","Less than 25 feet","5036","0","1992","1990-1999","604","604","465","465","0.38","60","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Dohman Creek Dam","","","WA00366","","WA00366","LONG BEACH CITY","Local Government","Local Government","PA24-0366","0","HANER, ROSS, & SPORSEN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.347181","-123.995855","Pacific","Washington","NONE","0","DOHMAN CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S14 T10 R11W","","","","","","","","","Water Supply","Water Supply","Earth","Earth","Earth","Soil","29","29","41","41","25-50 feet","235","0","1978","1970-1979","92","92","60","60","0.35000000000000003","50","","0","0","0","0","2006O","","2021-04-09","2001-07-09","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Longview Sewage Lagoon No. 2","","","WA00508","","WA00508","LONGVIEW CITY","Local Government","Local Government","CZ25-0508","0","GIBBS & OLSON INC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.179334999999995","-123.02367100000001","Cowlitz","Washington","LONGVIEW","0","TR-COAL CREEK SLOUGH-OFFSTREAM","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S14 T8 R3W","","","","","","","","","Other","Other","Earth","Earth","Earth","Soil","4","4","11","11","Less than 25 feet","2230","0","1986","1980-1989","81","81","36","28","0.04","8","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Texas Pond","","","WA00330","","WA00330","USDA FS","Federal","Federal","060502 0003","0","","","No","","","","","","Forest Service","48.371500000000005","-121.58460000000001","Skagit","Washington","ROCKPORT","12","TRIB OF RINKER CREEK","Congressional District 01, Washington","Suzan K. DelBene (D)","S12,33N,R9E","Forest Service","","","","","","","","Recreation","Recreation","Earth","Earth","Unlisted/Unknown","Unlisted/Unknown","","14","14","14","Less than 25 feet","210","200","1970","1970-1979","86","86","0","","0.3","424","Uncontrolled","","","","","","Uncontrolled","2021-05-17","2019-05-09","10","Low","Not Available","","Not Required","","https://damsafety.org/washington"
"Olympic View Landfill Leachate Lagoon No. 1","","","WA01780","","WA01780","WASTE MANAGEMENT OF WA INC","Private","Private","KP15-1780","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.499752","-122.789637","Kitsap","Washington","NONE","0","OFFSTREAM","Congressional District 06, Washington","Derek Kilmer (D)","S10 T23 R1W","","","","","","","","","Other","Other","Earth","Earth","Unlisted/Unknown","Unlisted/Unknown","19","19","19","19","Less than 25 feet","920","0","1997","1990-1999","13","13","9.6","1","0","3","","0","0","0","0","","","2021-04-09","2019-06-11","5","High","Satisfactory","2019-06-11","Yes","2020-01-27","https://damsafety.org/washington"
"Springwood Stormwater Detention Dam","Springwood Detention Pond Dam","","WA01668","","WA01668","KENT CITY PUBLIC WORKS DEPT","Local Government","Local Government","KI09-1668","0","R.W. BECK & ASSOC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.36167157","-122.1703027","King","Washington","KENT","0","SOOS CREEK, WETLAND 87","Congressional District 08, Washington","Kim Schrier (D)","S28 T22 R5E","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","Earth","Soil","10","10","10","10","Less than 25 feet","560","0","1992","1990-1999","50","50","35","7","0.6900000000000001","211","","0","0","0","0","","","2021-04-09","2017-09-12","5","High","Fair","2017-09-12","No","","https://damsafety.org/washington"
"Sunheaven Farms Reservoir","","","WA00497","","WA00497","R MUNN LAND CO. LLC","State","State","BE31-0497","0","USDA SCS","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.067875","-119.55266","Benton","Washington","NONE","0","COLUMBIA RIVER-OFFSTREAM","Congressional District 04, Washington","Dan Newhouse (R)","S27 T7 R26E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Plastic","Soil","8","8","13","13","Less than 25 feet","2470","0","1986","1980-1989","100","100","66","9.1","0.12","60","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Quincy Aerated Lagoon No 2","","","WA01596","","WA01596","QUINCY CITY","Local Government","Local Government","GR41-1596","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.2154847","-119.8460863","Grant","Washington","","","","Congressional District 04, Washington","","","","","","","","","","","Other","Other","Earth","Earth","","","12","12","12","12","Less than 25 feet","920","","1987","1980-1989","10","10","6","","0.01","","","","","","","","","2021-04-09","","5","Significant","Not Rated","","No","","https://damsafety.org/washington"
"Oak Harbor Wastewater Lagoon - Nw Cell","","","WA00595","","WA00595","OAK HARBOR CITY","Local Government","Local Government","IS06-0596","0","URS CONSULTANTS","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.299903","-122.613495","Island","Washington","NONE","0","TR-CRESCENT HARBOR-OFFSTREAM","Congressional District 02, Washington","Rick Larsen (D)","S31 T33 R2E","","","","","","","","","Other","Other","Earth","Earth","Plastic","Soil","8","8","8","8","Less than 25 feet","2700","0","1990","1990-1999","60","60","50","8.2","0.01","1","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Crisman Reservoir Dam","","","WA01038","","WA01038","E W Crisman","Private","Private","WAN0020014","0","","","No","","","","","","Natural Resources Conservation Service","45.598333","-122.435","Clark","Washington","Fisher","4","Tr- Columbia River","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S4 T1N R3E OF WILLAMETTE","","","Natural Resources Conservation Service;Natural Resources Conservation Service","","","","","","Other","Other","Earth","Earth","","","16","0","0","16","Less than 25 feet","835","6500","1952","1950-1959","21","21","0","0","0.03","23","","10","","","","","","2021-05-24","","0","Significant","Not Available","","No","","https://damsafety.org/washington"
"Moses Lake North Dam","North Dam","","WA00129","","WA00129","MOSES LAKE IRRIGATION DIST","Public Utility","Public Utility","GR41-0129","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.08393438","-119.3335375","Grant","Washington","SMYRNA","40","CRAB CREEK","Congressional District 04, Washington","Dan Newhouse (R)","S5 T18 R28E","","","","","","","","","Irrigation","Irrigation;Recreation","Gravity","Gravity","Unlisted/Unknown","Unlisted/Unknown","17","17","19","19","Less than 25 feet","88","0","1930","1930-1939","50000","50000","50000","6800","3080","500","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
