provider_id,nhdpv2_COMID,nhdpv2_REACHCODE,nhdpv2_REACH_measure,Type_HUC12,Type_Gages,Type_TE,Type_NID,Type_WBIn,Type_WBOut,Type_Conf,Dam Name,Other Names,Former Names,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude,Longitude,County,State,City,Distance to Nearest City (Miles),River or Stream Name,Congressional Representative District,Congressional Representative,"Section, Township, or Range Location",Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks,Lock Width (Ft),Years Modified,Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL
22267,9031831,04030202000114,25.4904,NA,04077400,NA,WI00800,NA,NA,NA,Upper Shawano,Balsam Row Road Dam;Balsam Row Road Dam,NA,NA,WI00800,Alliant Energy;Wolf River Hydro Limited Partnership,Private;Public Utility,Public Utility,743.0,0,NA,NA,No,Yes,NA,Yes,No,Yes,Wisconsin,44.8358815,-88.625745,Shawano,Wisconsin,SHAWANO,4,WOLF,"Congressional District 08, Wisconsin",Mike Gallagher (R),"S12, T27N, R15E",NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Recreation;Recreation;Hydroelectric;Hydroelectric,Earth,Earth;Earth;Gravity;Gravity,NA,NA,22,14,22,22,Less than 25 feet,451,NA,1927,1920-1929,1800,1800,820,65,825,16500,Controlled,NA,NA,NA,NA,NA,Tainter (radial);Other Controlled,2021-03-22,NA,3,Significant,Not Rated,NA,No,NA,https://damsafety.org/wisconsin
22282,12006773,04030204000019,0,NA,04085059,NA,WI00867,NA,NA,2015997,Depere Lock and Dam,Fox River,NA,NA,WI00867,USACE - Chicago District; Wisconsin DNR,Federal,Federal,NA,0,CELRE,No,Yes,Yes,NA,Yes,Yes,Yes,US Army Corps of Engineers,44.448315043,-88.063803156,Brown,Wisconsin,DEPERE,1,FOX,"Congressional District 08, Wisconsin",Mike Gallagher (R),NA,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers;Federal Energy Regulatory Commission,US Army Corps of Engineers;Federal Energy Regulatory Commission,US Army Corps of Engineers,US Army Corps of Engineers,Flood Risk Reduction,Navigation;Fish and Wildlife Pond;Recreation;Hydroelectric;Flood Risk Reduction,Concrete,Gravity;Concrete,Concrete,Rock,0,8,17,17,Less than 25 feet,1700,0,1929,1920-1929,10790,10790,9400,536,6430,22500,Controlled,1210,1,146,36,NA,NA,2021-10-22,2020-08-17,5,Significant,Not Available,NA,Yes,2018-04-02,NA
22284,12006893,04030204000042,77.27054,NA,04084445,NA,WI00851,NA,NA,NA,Upper Appleton Locks and Dam,Little Lake Butte Des Morts,NA,NA,WI00851,USACE - Chicago District; Wisconsin DNR,Federal,Federal,NA,0,CELRE,No,Yes,Yes,NA,Yes,Yes,Yes,US Army Corps of Engineers,44.2533300000001,-88.411667,Outagamie,Wisconsin,APPLETON,1,FOX,"Congressional District 08, Wisconsin",Mike Gallagher (R),NA,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Flood Risk Reduction,Navigation;Recreation;Hydroelectric;Water Supply;Flood Risk Reduction,Concrete,Gravity;Concrete,Concrete,Rock,0,14,18,18,Less than 25 feet,691,0,1940,1940-1949,14300,14300,7400,582,6070,27000,Controlled,622,4,145,35,NA,NA,2021-10-22,2019-08-27,5,Significant,Not Available,NA,Yes,2018-04-02,NA
22304,12162648,04040003000003,0,NA,04087000,NA,WI00926,NA,NA,2022019,Estabrook Park,NA,NA,NA,WI00926,Milwaukee Metropolitan Sewerage District,Local Government,Local Government,857.0,0,NA,NA,Yes,Yes,WIDNR,Yes,Yes,Yes,Wisconsin,43.102008,-87.9121785,Milwaukee,Wisconsin,SHOREWOOD,0,MILWAUKEE RIVER,"Congressional District 04, Wisconsin",Gwen Moore (D),"S5, T7N, R22E",NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation;Recreation,Gravity,Gravity,NA,NA,15,8,15,15,Less than 25 feet,562,NA,1940,1940-1949,700,700,200,103,694,25800,Controlled,NA,NA,NA,NA,NA,NA,2021-03-22,2008-09-26,10,Low,Not Rated,2017-01-23,No,NA,https://damsafety.org/wisconsin
22304,12162648,04040003000003,0,NA,04087000,NA,WI00078,NA,NA,2022019,Milwaukee,North Avenue,NA,NA,WI00078,City Of Milwaukee,Local Government,Local Government,79.0,NA,NA,NA,Yes,Yes,WIDNR,Yes,Yes,Yes,Wisconsin,43.0579671,-87.8947081,Milwaukee,Wisconsin,MILWAUKEE,0,MILWAUKEE,"Congressional District 04, Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Gravity,Gravity;Other,NA,NA,19,14,19,19,Less than 25 feet,432,NA,1835,Before 1900,420,420,200,35,690,17900,Controlled,312,NA,NA,NA,1920O,NA,2021-03-22,NA,3,Significant,Not Rated,NA,No,NA,https://damsafety.org/wisconsin
22310,12162520,04040003000105,0,NA,04086500,NA,WI00168,NA,NA,NA,Cedarburg Woolen Mill,NA,NA,NA,WI00168,City Of Cedarburg,Local Government,Local Government,168.0,0,NA,NA,Yes,Yes,WIDNR,Yes,Yes,Yes,Wisconsin,43.30152,-87.98868999999999,Ozaukee,Wisconsin,CEDARBURG,0,Cedar Creek,"Congressional District 06, Wisconsin",Glenn Grothman (R),"S27, T10N, R21E",NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Gravity,Gravity,NA,NA,18,12,18,18,Less than 25 feet,130,NA,1864,Before 1900,50,50,20,6,119,4300,Uncontrolled,NA,NA,NA,NA,1939O,NA,2021-03-22,2018-06-22,3,Significant,Not Rated,2018-11-28,Yes,2014-01-01,https://damsafety.org/wisconsin
22332,12262568,04050001000165,69.48858,NA,04099000,NA,MI00187,NA,NA,NA,Mottville,NA,NA,NA,MI00187,Indiana & Michigan  Power Company,Public Utility,Public Utility,00401-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,41.805541,-85.749937,St. Joseph,Michigan,Mottville,1,St Joseph River,"Congressional District 06, Michigan",Fred Upton (R),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Recreation;Hydroelectric,Gravity,Earth;Gravity,Concrete,Rock;Soil,23,13,NA,23,Less than 25 feet,846,NA,1920,1920-1929,4256,4256,4256,378,1866,20610,Controlled,241,NA,NA,NA,NA,Tainter (radial),2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2019-05-10,https://damsafety.org/michigan
22352,3473341,04050003000125,0,NA,04105000,NA,MI01144,NA,NA,NA,Verona Dam,NA,NA,NA,MI01144,City of Battle Creek,Local Government,Local Government,NA,0,NA,NA,Yes,Yes,MICHIGAN DEGLE,Yes,Yes,Yes,Michigan,42.331567,-85.15310699999999,Calhoun,Michigan,Battle Creek,0,Battle Creek,"Congressional District 03, Michigan",Justin Amash (R),"S5, T02S, R07W",NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,Gravity,Gravity,NA,NA,13,12,13,13,Less than 25 feet,292,0,1905,1900-1909,200,200,10,5,275,5600,Uncontrolled,127,0,0,0,NA,NA,2021-04-07,2018-10-22,5,Low,Satisfactory,2018-10-22,Not Required,NA,https://damsafety.org/michigan
22356,12242484,04050004000017,0,NA,04113000,NA,MI00540,NA,NA,NA,North Lansing Dam,North Lansing Hydro,NA,NA,MI00540,Lansing Board of Water & Light,Public Utility,Public Utility,NA,0,NA,NA,Yes,Yes,MICHIGAN DEGLE,Yes,Yes,Yes,Michigan,42.74569629,-84.55001423,Ingham,Michigan,Lansing,0,Grand River,"Congressional District 08, Michigan",Elissa Slotkin (D),"S9, T04N, R02W",NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Gravity,Earth;Gravity,NA,NA,20,12,20,20,Less than 25 feet,252,0,1936,1930-1939,1810,1810,500,92,1230,17700,Controlled,233,0,0,0,NA,NA,2021-04-07,2017-07-06,4,Significant,Satisfactory,2017-07-06,Yes,2019-12-19,https://damsafety.org/michigan
22360,12145646,04050007000007,10.59674,NA,04118000,NA,MI00503,NA,NA,NA,La Barge,NA,NA,NA,MI00503,NA,Not Listed,Not Listed,11300-01-01,1,NA,NA,No,No,NA,No,No,No,Federal Energy Regulatory Commission,42.810991,-85.483842,Kent,Michigan,Alaska,2,Thornapple River,"Congressional District 03, Michigan",Justin Amash (R),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,NA,Earth;Gravity,NA,Soil,18,32,25,32,25-50 feet,542,NA,1901,1900-1909,5250,NA,5250,100,773,16500,Controlled,116,NA,NA,NA,NA,Tainter (radial),2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2019-12-27,https://damsafety.org/michigan
22368,12121172,04060103000036,0,NA,04125500,NA,MI00229,NA,NA,NA,Stronach Dam,NA,NA,NA,MI00229,Consumers Energy,Private,Private,NA,0,NA,NA,No,No,NA,No,No,No,Michigan,44.21666667,-85.9,Manistee,Michigan,Manistee,32,Pine River,"Congressional District 01, Michigan",Jack Bergman (R),"S16, T21N, R13W",NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Gravity,Earth;Gravity,NA,NA,20,20,20,20,Less than 25 feet,330,0,1912,1910-1919,850,850,780,1,274,3800,Controlled,87,0,0,0,NA,NA,2021-04-07,NA,5,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/michigan
22380,12953322,04070007000575,0,NA,04135500,NA,MI02602,NA,NA,2041357,Grayling Dam,Stump Pond Dam,NA,NA,MI02602,City of Grayling,Local Government,Local Government,NA,0,NA,NA,No,No,NA,No,No,No,Michigan,44.65944444,-84.71472222,Crawford,Michigan,Grayling,0,Au Sable River,"Congressional District 01, Michigan",Jack Bergman (R),"S7, T26N, R03W",NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,Other,Other,NA,NA,9,9,9,9,Less than 25 feet,17.5,0,1933,1930-1939,306,306,170,85,110,330,Uncontrolled,18,0,0,0,NA,NA,2021-04-07,1997-10-17,0,Undetermined,Not Rated,NA,Not Required,NA,https://damsafety.org/michigan
22436,10850162,04090004000027,0,NA,04168000,NA,MI00394,NA,NA,2051961,Ford Estate Dam,NA,NA,NA,MI00394,"Henry Ford Estate, Inc.",Private,Private,NA,0,NA,NA,Yes,Yes,MICHIGAN DEGLE,Yes,Yes,Yes,Michigan,42.313168,-83.232475,Wayne,Michigan,Dearborn,0,River Rouge,"Congressional District 12, Michigan",Debbie Dingell (D),"S23, T02S, R10E",NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Rockfill,Rockfill,NA,NA,12,12,12,12,Less than 25 feet,97,0,1909,1900-1909,75,75,60,13,304,1880,Uncontrolled,97,0,0,0,NA,NA,2021-04-07,2016-05-11,5,Low,Satisfactory,2016-05-11,Not Required,NA,https://damsafety.org/michigan
22459,15668481,04100005001090,0,NA,04182900,NA,IN00810,NA,NA,NA,Hosey (Maumee River) Dam (In-Channel),NA,NA,NA,IN00810,CITY OF FORT WAYNE UTILITIES,Public Utility,Public Utility,2-3,0,NA,NA,Yes,Yes,IDNR,Yes,Yes,Yes,Indiana,41.08243934,-85.11588861,Allen,Indiana,NA,0,MAUMEE RIVER,"Congressional District 03, Indiana",Jim Banks (R),"S1,T30N,R12E",NA,NA,NA,NA,NA,NA,NA,NA,Fish and Wildlife Pond,Fish and Wildlife Pond,Concrete,Concrete,NA,NA,10,10,10,10,Less than 25 feet,475,NA,1925,1920-1929,874,874,874,12.5,1943.09,2150,None,0,NA,NA,NA,NA,Tainter (radial),2021-04-09,2017-01-26,5,Low,Fair,2001-03-20,No,NA,https://damsafety.org/indiana
22504,15588672,04110002000585,0,NA,04206021,NA,OH00488,NA,NA,NA,Meadowbrook Lake Dam,NA,NA,NA,OH00488,CITY OF STOW,Local Government,Local Government,NA,0,NA,NA,Yes,Yes,DEPARTMENT OF NATURAL RESOURCES,Yes,Yes,Yes,Ohio,41.20138889,-81.45444444,Summit,Ohio,STOW,0.8,POWERS BROOK,"Congressional District 14, Ohio",David P. Joyce (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Earth,Earth,NA,NA,16,NA,NA,16,Less than 25 feet,393,0,1920,1920-1929,214.7,214.7,75.9,19.8,6.53,1356,NA,0,0,0,0,NA,NA,2021-04-08,2017-06-08,5,Significant,Poor,2017-06-08,Yes,2020-06-23,https://damsafety.org/ohio
22508,15588140,04110002000799,0,NA,04203900,NA,OH01108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22535,15537883,04130003000001,55.04808,NA,04231600,NA,NY00690,NA,NA,NA,Station 2,Central Avenue Dam,NA,NA,NY00690,City of Rochester,Local Government,Local Government,02582-01-01,1,NA,NA,No,Yes,NA,No,Yes,No,Federal Energy Regulatory Commission,43.160706999999995,-77.613063,Monroe,New York,Rochester,0,Genesee River,"Congressional District 25, New York",Joseph D. Morelle (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Gravity,Gravity;Concrete,Concrete,Rock,11,NA,NA,11,Less than 25 feet,305.6,NA,1936,1930-1939,107,107,107,16,2467,59750,Controlled,261,NA,NA,NA,NA,Slide (sluice gate),2021-06-14,2017-07-21,3,Low,Not Available,NA,Yes,2020-12-30,https://damsafety.org/new-york
22535,15537883,04130003000001,55.04808,NA,04231600,NA,NY00683,NA,NA,NA,Station 26,Court Street Dam,NA,NA,NY00683,New York State Canal Corporation,State,State,02584-01-01,1,NA,NA,No,Yes,NA,No,Yes,No,Federal Energy Regulatory Commission,43.1522,-77.60940000000001,Monroe,New York,Rochester,0,Genesee River,"Congressional District 25, New York",Joseph D. Morelle (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Navigation;Hydroelectric,Gravity,Gravity;Concrete,Metal,Rock,17.8,NA,NA,17.8,Less than 25 feet,334,NA,1952,1950-1959,2000,2000,2000,250,2450,62800,Controlled,110,NA,NA,NA,NA,Drum,2021-06-14,2020-09-30,1,Significant,Not Available,NA,Yes,2019-07-16,https://damsafety.org/new-york
22535,15537883,04130003000001,55.04808,NA,04231600,NA,NY00484,NA,NA,NA,Station 5,Station 5 Headgates Dam,NA,NA,NY00484,Rochester Gas & Electric Corporation,Public Utility,Public Utility,02583-01-01,1,NA,NA,No,Yes,NA,No,Yes,No,Federal Energy Regulatory Commission,43.176300000000005,-77.6282,Monroe,New York,Rochester,0,Genesee River,"Congressional District 25, New York",Joseph D. Morelle (D),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Gravity,Gravity;Concrete,Metal,Rock,21.5,NA,NA,21.5,Less than 25 feet,470,NA,1918,1910-1919,414,414,414,19,2467,90000,Controlled,400,NA,NA,NA,NA,Drum;Other Controlled,2021-06-14,2019-09-24,3,Low,Not Available,NA,Yes,2019-07-16,https://damsafety.org/new-york
22560,21977249,04140201000380,0,NA,04235440,NA,NY11430,NA,NA,NA,North Division Street Dam,NA,NA,NA,NY11430,CITY OF AUBURN,Local Government,Local Government,064-0362,0,NA,NA,Yes,Yes,NYS DEC,Yes,Yes,Yes,New York,42.93305556,-76.58638889,Cayuga,New York,Auburn,NA,OWASCO RIVER,"Congressional District 24, New York",John Katko (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Hydroelectric,Concrete,Concrete,NA,NA,32,NA,NA,32,25-50 feet,110,NA,1865,Before 1900,19,19,15,4,0.1,NA,Uncontrolled,70,NA,NA,NA,NA,NA,2021-03-12,2020-12-03,4,Significant,Not Rated,NA,Yes,2019-07-01,https://damsafety.org/new-york
22560,21977249,04140201000380,0,NA,04235440,NA,NY11428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22572,21979641,04140201003390,95.78655,NA,04234061,NA,NY00416,NA,NA,NA,Mud Lock C&S Canal Dam,Cayuga Lake,NA,NA,NY00416,New York State Canal Corporation,State,State,064-0369,0,NA,NA,Yes,Yes,NYS DEC,Yes,Yes,Yes,New York,42.947500000000005,-76.73583333,Cayuga,New York,Cayuga,2,SENECA RIVER,"Congressional District 24, New York",John Katko (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Navigation;Flood Risk Reduction,Other,Other,NA,NA,20,NA,NA,20,Less than 25 feet,500,NA,1912,1910-1919,663000,663000,528000,42240,1572,34392,Uncontrolled,180,NA,NA,NA,NA,NA,2021-03-12,2019-07-31,2,High,Poor,2019-08-12,Yes,2020-01-31,https://damsafety.org/new-york
22573,21975237,04140201003401,17.22787,NA,04235271,NA,NY00954,NA,NA,NA,Dam At Lock E 26,NA,NA,NA,NY00954,New York State Canal Corporation,State,State,057-4385,0,NA,NA,Yes,Yes,NYS DEC,Yes,Yes,Yes,New York,43.05972222,-76.83805556,Wayne,New York,Fox Ridge,5,ERIE CANAL CLYDE RIVER,"Congressional District 24, New York",John Katko (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Navigation;Flood Risk Reduction,Concrete,Concrete,NA,NA,28,NA,NA,28,25-50 feet,440,NA,1910,1910-1919,3744,3744,2674,NA,NA,NA,None,350,NA,NA,NA,NA,NA,2021-03-12,2013-09-10,NA,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/new-york
22575,21974523,04140201003447,0,NA,04240100,NA,NY00688,NA,NA,NA,Velasko Road Detention Basin Dam,Harbor Brook Det Basin,NA,NA,NY00688,ONONDAGA COUNTY DEPT OF WATER ENVIRONMENT PROTECTION,Local Government,Local Government,082-4339,0,NA,NA,Yes,Yes,NYS DEC,Yes,Yes,Yes,New York,43.03638889,-76.18222222,Onondaga,New York,Syracuse,0,HARBOR BROOK,"Congressional District 24, New York",John Katko (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,13,NA,NA,13,Less than 25 feet,1360,NA,1980,1980-1989,178.6,178.6,0,25,9.75,1850,Controlled,400,NA,NA,NA,NA,NA,2021-03-12,2019-09-19,2,High,Satisfactory,2019-09-23,Yes,2019-11-29,https://damsafety.org/new-york
22579,22026054,04140202000047,0,NA,04245000,NA,NY11736,NA,NA,NA,Snooks Ice Pond Dam,NA,NA,NA,NY11736,SNOOKS POND DEVELOPMENT LLC,Private,Private,082-0399,0,NA,NA,Yes,Yes,NYS DEC,Yes,Yes,Yes,New York,43.01194444,-76.01277778,Onondaga,New York,Highbridge,NA,TR-LIMESTONE CREEK,"Congressional District 24, New York",John Katko (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Masonry,Masonry,NA,NA,15,NA,NA,15,Less than 25 feet,NA,NA,1850,Before 1900,66.8,66.8,37.6,11,1.22,388,Controlled,NA,NA,NA,NA,NA,NA,2021-03-12,2012-05-07,NA,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/new-york
22605,15448926,04150308001732,0,NA,04270500,NA,NY13001,NA,NA,NA,Chateaugay High Fall,High Falls Dam,NA,NA,NY13001,NA,Not Listed,Not Listed,05698-01-01,1,NA,NA,No,Yes,NA,No,Yes,No,Federal Energy Regulatory Commission,44.909200000000006,-74.0871,Franklin,New York,Chateaugay,1,Chateaugay River,"Congressional District 21, New York",Elise M. Stefanik (R),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,NA,Masonry;Gravity;Concrete,Concrete,Rock,63.2,NA,NA,63.2,51-100 feet,88,NA,1906,1900-1909,34,34,34,2.9,112,3500,Uncontrolled,82,NA,NA,NA,NA,NA,2021-06-14,2019-05-22,3,Low,Not Available,NA,Yes,2019-12-17,https://damsafety.org/new-york
22617,12241814,04050004001078,0,NA,NA,1832,MI00980,NA,NA,2032965,Carrier Creek Structure A,NA,NA,NA,MI00980,Eaton County Drain Commissioner,Private,Private,NA,0,NA,NA,Yes,Yes,MICHIGAN DEGLE,Yes,Yes,Yes,Michigan,42.718193,-84.651848,Eaton,Michigan,NA,NA,Carrier Creek,"Congressional District 07, Michigan",Tim Walberg (R),"S22, T04N, R03W",NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,24,21,24,24,Less than 25 feet,800,0,2008,Since 2000,153,153,0,0,2.4,1000,Controlled,16,0,0,0,NA,NA,2021-04-07,2020-10-30,3,High,Satisfactory,2020-10-30,Yes,2011-03-04,https://damsafety.org/michigan
22633,15662026,04100006000026,0,NA,NA,54974,OH00792,NA,NA,NA,Archbold Upground Reservoir No. 2,NA,NA,NA,OH00792,VILLAGE OF ARCHBOLD,Local Government,Local Government,NA,0,"J.A. BORCHARDT, ANN ARBOR, MICHIGAN",NA,Yes,Yes,DEPARTMENT OF NATURAL RESOURCES,Yes,Yes,Yes,Ohio,41.51833333,-84.29333333,Fulton,Ohio,ARCHBOLD,0.6,BRUSH CREEK - OFFSTREAM,"Congressional District 05, Ohio",Robert E. Latta (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Water Supply,Water Supply,Earth,Earth,NA,NA,22.4,NA,NA,22.4,Less than 25 feet,5500,150000,1961,1960-1969,777,777,555,45.1,0.07,NA,NA,0,0,0,0,NA,NA,2021-04-08,2018-05-30,5,High,Fair,2018-05-30,Yes,2020-07-01,https://damsafety.org/ohio
22649,15514552,04150101000018,49.57478,NA,NA,10620,NY00295,NA,NA,NA,West End Dam,NA,NA,NA,NY00295,"Independent Hydro Developers, Inc.",Private,Private,05800-01-01,1,NA,NA,Yes,Yes,NYS DEC,Yes,Yes,Yes,Federal Energy Regulatory Commission,43.9817,-75.6204,Jefferson,New York,Herrings,3,Black River,"Congressional District 21, New York",Elise M. Stefanik (R),NA,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Hydroelectric,Concrete,Gravity;Concrete,Concrete,Rock,18,NA,NA,18,Less than 25 feet,1390,NA,1905,1900-1909,53,53,53,13.2,1807,NA,Uncontrolled,1300,NA,NA,NA,NA,NA,2021-06-14,2017-08-08,3,Low,Not Available,NA,Not Required,2016-12-27,https://damsafety.org/new-york
22838,12175568,04030101000192,0,NA,NA,NA,WI01065,NA,NA,2008138,Dassow Milling Company,"Roller Mill,C of Sheboygan F.",NA,NA,WI01065,CITY OF SHEBOYGAN FALLS,Local Government,Local Government,964.0,0,NA,NA,Yes,Yes,WIDNR,Yes,Yes,Yes,Wisconsin,43.7315743,-87.8124445,Sheboygan,Wisconsin,SHEBOYGAN FALLS,0,SHEBOYGAN,"Congressional District 06, Wisconsin",Glenn Grothman (R),"S36, T15N, R22E",NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Gravity,Gravity;Other,NA,NA,13,8,13,13,Less than 25 feet,250,NA,1846,Before 1900,50,50,15,12,312,3100,Uncontrolled,NA,NA,NA,NA,1950O,NA,2021-03-22,2015-07-29,10,Low,Not Rated,2015-10-29,Yes,2016-01-01,https://damsafety.org/wisconsin
22843,13063809,04030102000073,0,NA,NA,NA,WI01098,NA,NA,2008894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22982,9031889,04030202000112,0,NA,NA,NA,WI00205,NA,NA,2016059,Shawano Paper Mills,Little Rapids,NA,NA,WI00205,"NEW Hydro, Inc",Private,Private,08015-01-01,1,BARR ENGINEERING CO,NA,No,Yes,NA,Yes,No,Yes,Federal Energy Regulatory Commission,44.7745,-88.62060000000001,Shawano,Wisconsin,Shawano,0,Wolf Creek,"Congressional District 08, Wisconsin",Mike Gallagher (R),36,NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Hydroelectric,Recreation;Hydroelectric,Gravity,Gravity,Concrete,Rock;Soil,13,10.5,NA,13,Less than 25 feet,272,NA,1974,1970-1979,2400,2400,2400,330,1130,6000,Controlled,102,NA,NA,NA,NA,Tainter (radial);Slide (sluice gate),2021-06-14,2019-08-07,3,Low,Not Available,NA,Not Required,2021-01-22,https://damsafety.org/wisconsin
23057,12162084,04040003000033,0,NA,NA,NA,WI00312,NA,NA,2022122,Gooseville,NA,NA,NA,WI00312,"Berres, Richard",Private,Private,306.0,0,NA,NA,Yes,Yes,WIDNR,Yes,Yes,Yes,Wisconsin,43.5883935,-88.0202458,Sheboygan,Wisconsin,GOOSEVILLE,0,NORTH BRANCH MILWAUKEE,"Congressional District 06, Wisconsin",Glenn Grothman (R),"S17, T13N, R21E",NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Gravity,Rockfill;Earth;Gravity,NA,NA,9,6,9,9,Less than 25 feet,500,NA,1855,Before 1900,170,170,90,38,40,1325,Controlled,36,NA,NA,NA,1974O,NA,2021-03-22,1989-08-01,10,Low,Not Rated,NA,No,NA,https://damsafety.org/wisconsin
